Date,Open,High,Low,Close,Adj Close,Volume
2014-07-01,26160.0,26280.0,26020.0,26200.0,20636.267578125,8725400
2014-07-02,26340.0,26620.0,26120.0,26600.0,20951.326171875,11139250
2014-07-03,26720.0,26720.0,26320.0,26360.0,20762.294921875,8543050
2014-07-04,26440.0,26520.0,26060.0,26120.0,20573.255859375,5978850
2014-07-07,25820.0,26020.0,25800.0,25840.0,20352.716796875,9437050
2014-07-08,25880.0,26380.0,25740.0,25900.0,20399.9765625,12073200
2014-07-09,25740.0,26160.0,25660.0,26160.0,20604.767578125,11829900
2014-07-10,26160.0,26220.0,26040.0,26120.0,20573.255859375,8960200
2014-07-11,26000.0,26040.0,25640.0,25680.0,20226.693359375,10779600
2014-07-14,25960.0,26000.0,25720.0,25720.0,20258.19921875,7082150
2014-07-15,26000.0,26460.0,25940.0,26400.0,20793.798828125,11976050
2014-07-16,26260.0,26460.0,26220.0,26420.0,20809.548828125,9114200
2014-07-17,26520.0,26700.0,26400.0,26600.0,20951.326171875,10922700
2014-07-18,26300.0,26860.0,26280.0,26860.0,21156.11328125,9742650
2014-07-21,26980.0,27200.0,26860.0,27060.0,21313.64453125,8059950
2014-07-22,26960.0,27160.0,26900.0,26960.0,21234.87890625,6300950
2014-07-23,27080.0,27140.0,26700.0,26760.0,21077.34375,6417300
2014-07-24,27000.0,27160.0,26620.0,27100.0,21345.14453125,8051700
2014-07-25,26920.0,27100.0,26700.0,27100.0,21345.14453125,8790150
2014-07-28,27100.0,27340.0,26880.0,27160.0,21392.408203125,8992550
2014-07-29,27100.0,27760.0,27060.0,27720.0,21833.490234375,12809300
2014-07-30,27760.0,28160.0,27480.0,27900.0,21975.26171875,17359450
2014-07-31,27480.0,27700.0,26720.0,26860.0,21156.11328125,24351350
2014-08-01,26100.0,26560.0,25840.0,25840.0,20352.716796875,28231050
2014-08-04,26000.0,26340.0,25820.0,26340.0,20746.537109375,12066750
2014-08-05,26020.0,26420.0,26000.0,26320.0,20730.78515625,8626450
2014-08-06,26120.0,26320.0,25900.0,26000.0,20478.73828125,10830100
2014-08-07,26000.0,26040.0,25700.0,25800.0,20321.208984375,9527250
2014-08-08,25680.0,25700.0,24960.0,25000.0,19691.099609375,20621450
2014-08-11,25500.0,25640.0,25140.0,25400.0,20006.1484375,18619250
2014-08-12,25400.0,25880.0,25240.0,25320.0,19943.146484375,8995700
2014-08-13,25500.0,25500.0,24960.0,25280.0,19911.638671875,12845000
2014-08-14,25480.0,25640.0,25080.0,25220.0,19864.37890625,10447350
2014-08-18,25580.0,25600.0,25000.0,25000.0,19691.099609375,10518950
2014-08-19,25280.0,25460.0,25060.0,25080.0,19754.109375,10044400
2014-08-20,25280.0,25420.0,25020.0,25220.0,19864.37890625,9430600
2014-08-21,25100.0,25220.0,24620.0,24700.0,19454.806640625,17105400
2014-08-22,24900.0,24940.0,24700.0,24940.0,19643.837890625,8407650
2014-08-25,24620.0,24620.0,24420.0,24560.0,19344.53125,11577200
2014-08-26,24700.0,24700.0,24420.0,24440.0,19250.013671875,10719450
2014-08-27,24460.0,24740.0,24440.0,24600.0,19376.03515625,12171000
2014-08-28,25160.0,25160.0,24720.0,24840.0,19565.07421875,10311850
2014-08-29,24760.0,24760.0,24560.0,24680.0,19439.05078125,14558250
2014-09-01,24720.0,24740.0,24480.0,24520.0,19313.02734375,5664050
2014-09-02,24420.0,24500.0,23880.0,23880.0,18808.935546875,15899600
2014-09-03,24000.0,24000.0,23600.0,23780.0,18730.171875,21238750
2014-09-04,24200.0,24320.0,24040.0,24200.0,19060.984375,12099950
2014-09-05,24300.0,24320.0,23900.0,24020.0,18919.20703125,10770400
2014-09-11,24000.0,24140.0,23840.0,23840.0,18777.4296875,23309200
2014-09-12,24000.0,24160.0,24000.0,24020.0,18919.20703125,10872350
2014-09-15,24140.0,24160.0,23920.0,24000.0,18903.453125,7161500
2014-09-16,24160.0,24300.0,24020.0,24120.0,18997.966796875,7092400
2014-09-17,24140.0,24520.0,24140.0,24520.0,19313.02734375,7545750
2014-09-18,24600.0,24600.0,24080.0,24200.0,19060.984375,9476750
2014-09-19,24460.0,24460.0,24120.0,24200.0,19060.984375,13435050
2014-09-22,24080.0,24080.0,23600.0,23760.0,18714.416015625,16022100
2014-09-23,23560.0,23700.0,23220.0,23220.0,18289.0859375,19541400
2014-09-24,23040.0,23220.0,22820.0,23000.0,18115.810546875,15789200
2014-09-25,23240.0,23320.0,22940.0,23120.0,18210.32421875,19414500
2014-09-26,23040.0,23700.0,22960.0,23700.0,18667.15625,12413550
2014-09-29,23860.0,24000.0,23400.0,23900.0,18824.685546875,9401000
2014-09-30,23700.0,23760.0,23300.0,23680.0,18651.41015625,12379300
2014-10-01,23480.0,23660.0,23120.0,23120.0,18210.32421875,11929800
2014-10-02,23300.0,23300.0,22820.0,22820.0,17974.03125,12732750
2014-10-06,22900.0,23120.0,22760.0,23020.0,18131.5625,21252900
2014-10-07,23240.0,23720.0,23240.0,23240.0,18304.83984375,10149150
2014-10-08,22840.0,23020.0,22480.0,22600.0,17800.751953125,14720550
2014-10-10,22000.0,22280.0,21980.0,22100.0,17406.931640625,21837450
2014-10-13,21640.0,22540.0,21560.0,22160.0,17454.185546875,11344750
2014-10-14,22540.0,22920.0,22400.0,22540.0,17753.48828125,16572550
2014-10-15,22560.0,22900.0,22400.0,22500.0,17721.98828125,14143600
2014-10-16,22320.0,22420.0,22080.0,22300.0,17564.455078125,15148300
